图片,标题,简介,作者,收藏数量,评论数量,类型
http://pic.ecook.cn/web/262910682.jpg!s4,自制肠粉,身在异乡想念家乡肠粉的味道。所以自己学起来，想吃就能吃。,小爱私厨,302,34,粤菜
http://pic.ecook.cn/web/265217855.jpg!s4,炒合菜,这个季节，最适合吃它。午饭做一道食材丰富的炒“合菜”，配上农家乐买的手工大馒头，滋润,JaneG,64,12,粤菜
http://pic.ecook.cn/web/264325358.jpg!s4,春笋排骨汤,春笋膳食纤维丰富，加了排骨熬汤，吸收排骨的油脂，汤汁清香不油腻，即能瘦身减脂又营养美味！,茗茗爱美食,118,13,粤菜
http://pic.ecook.cn/web/248105973.jpg!s4,客家酿豆腐,客家酿豆腐，这是一道经典的客家名菜，常常出现在客家人的宴客菜桌上。“酿”是一个客家话动词，表示“植入馅料”的意思，“酿豆腐”即“有肉馅的豆腐”之意。酿豆腐鲜嫩滑香、营养丰富，是客家人过年的保留菜式。将火柴盒大小的豆腐中间挖个小洞，将把猪肉鱼肉做成的馅“酿”入其中，再将它们炸成金黄色，加入高汤焖煮，出锅前放入葱花、香油，马上香气四溢，鲜嫩无比。,斯佳丽的小厨房,2017,58,粤菜
http://pic.ecook.cn/web/265064676.jpg!s4,菱角鸡头米,"时令鲜品在苏州黎里古镇吃过一次喜欢上了，这时节盛产囤了许多放冰箱，下市也能吃到。两物营养价值高，可上度娘了解。
鲜嫩菱角肉质脆嫩，生食清甜还可炒、红烧肉、熬粥等多种做法。
鸡头米苏州特色，因口感软糯香嫩，可炒，甜品多种做法。营养价值高而闻名，为水中八仙之一",梅儿美嗲嗲,30,7,粤菜
http://pic.ecook.cn/web/262307966.jpg!s4,清蒸阳澄湖大闸蟹,阳澄湖大闸蟹正是食用季节，农历9月的雌蟹、10月的雄蟹，性腺发育最佳。大闸蟹以清蒸最为美味，清蒸大闸蟹是江南地区传统的地方名菜。螃蟹原形原味，色泽橙黄，蟹肉鲜美、煮熟凝结，雌蟹卵金黄色，雄蟹膏白玉状，滋味鲜美，味道醇厚，营养丰富，其做法简单，吃货必备。,LindaGL,43,17,粤菜
http://pic.ecook.cn/web/00ca2f6a75cd0d82d4e25f8cfbe4490d.jpg!s4,黄瓜炒肉片,黄瓜炒肉片做法简单，营养丰富，十分美味??,HC半糖,2,3,粤菜
http://pic.ecook.cn/web/aeb22a0a38cb830d0965b0ec61242789.jpg!s4,豉汁南瓜蒸排骨,豉汁蒸排骨是粤菜中很经典的菜式，加了小南瓜垫底，蒸煮过程豉汁和排骨的味道都渗透到粉粉糯糯南瓜里，出来的效果更是妙不可言，来试试吧！,～明※媚 Toni,19,13,粤菜
http://pic.ecook.cn/web/264715290.jpg!s4,椰子炖鸡,夏天就应该喝椰子水呀?椰子炖鸡着实很开胃～,HC半糖,84,9,粤菜
http://pic.ecook.cn/web/264995259.jpg!s4,香菇蒸鸡,还记得第一次吃这道菜是读高中的时候，某天妈妈突然做了这道菜，当时给我的感觉，到现在都还记忆犹新，特别鲜，口感也好，鸡肉嫩滑，香菇鲜淡甜，汤汁拌饭也好吃,琳子厨记,62,9,粤菜
http://pic.ecook.cn/web/264214497.jpg!s4,咸金桔【腌制方法】,"咸金桔是用盐腌制后的金桔，称为咸金桔。药性甘温，能理气解郁，有非常好的止咳化痰的功效。它对于感冒所引起的喉咙疼痛、咳嗽、声音沙哑有一定的医疗作用。
我家年年都做，腌制的年头越长越好，一般隔着两年或三年交替食用。

咸金桔直接吃和泡水都同样有效，营养保健效果都很丰富，但是很多人觉得咸金桔直接吃太咸，所以大部分人选择用来泡水喝。
咸金桔泡水的功效：
1、化痰止咳： 龙利叶、枇杷叶各五钱，加咸金桔三个，三碗水煎成一碗饮。
2、喉痛： 一个金桔加一汤匙蜂蜜，掏烂，用水吞服。
3、声哑： 三个咸金桔掏烂加温水，先饮蜂蜜后饮柑桔水。",爱吃饺子的兔兔,54,15,粤菜
http://pic.ecook.cn/web/262765950.jpg!s4,酸甜咕咾肉,酸酸甜甜的咕咾肉，是大人小孩都喜歡的一道菜！它是源自于广东的料理，传统作法需要先制作「酸果」，但自己在家做请求省时间易，只要把蕃茄酱与糖醋水結合就可以。猪肉的软嫩秘诀，就是下锅炸兩次，外皮炸酥脆後再与酱汁拌炒混合。趁著凤梨盛产便宜，入菜好吃又健康！,厨房老湿,356,27,粤菜
http://pic.ecook.cn/web/264580596.jpg!s4,辣炒鸡胗,辣炒鸡胗，一道简单的家常菜，只需要几分钟即可上锅食用啦?,HC半糖,48,7,粤菜
http://pic.ecook.cn/web/257227616.jpg!s4,香煎蚝烙,喜欢吃大蚝，酥炸生蚝、姜葱炒蚝、煲仔油焗生蚝、生蚝打边炉（火锅），还有现在要做的香煎蚝烙、香酥下饭，是我最喜欢的吃小蚝仔的做法,熙熙,674,18,粤菜
http://pic.ecook.cn/web/255240224.jpg!s4,蜜汁叉烧肉,叉烧肉属于粤菜系，主要食材是猪肉经过烧烤。成品色泽红亮，肉嫩鲜香。挑选猪肉可以是里脊，但我喜欢用梅肉这部分，这部分的肉以瘦肉为主，中间略夹一些肥的 脂肪层，肉质特别好味（但如有硬筋，要剔去），而且烧的过程中脂肪层融了，令叉烧内略油脂，口感更香美。,孩妈妮妮,3119,726,粤菜
http://pic.ecook.cn/web/264591190.jpg!s4,冬菇炖鲍参【滋补气血，润肺养颜】,在菌类食物当中，冬菇就是典型的代表，有很多人都喜欢吃冬菇，冬菇炖汤已经成为了人们的一种养生方式。可以提高免疫、延缓衰老、防癌抗癌。能起到降血压、降胆固醇、降血脂的作用，又可预防动脉硬化、肝硬化等疾病。,爱吃饺子的兔兔,45,19,粤菜
http://pic.ecook.cn/web/263410749.jpg!s4,可乐鸡腿,可乐鸡腿，家里有小朋友的可以学着做,小凯家乡菜,633,23,粤菜
http://pic.ecook.cn/web/263386458.jpg!s4,干葱豆豉鸡,咸香适口，很是下饭！,霖的吃货铺,346,29,粤菜
http://pic.ecook.cn/web/226003422.jpg!s4,鸡蛋蒸猪肉,广东菜，比较清淡，大人小孩都喜欢的菜式,我系靓师奶,692,60,粤菜
http://pic.ecook.cn/web/263985357.jpg!s4,避风塘茄子,"避风塘菜系是粤菜的重要分支，其渊源就是遍布香港本岛和九龙沿岸的几十个避风塘。这些避风塘本是香港历届政府为渔民修建的临时躲避台风的场所，但不少渔民因为生活所迫只能长期居住在船上，为了谋生，他们烹制一些风味菜肴，供过往游客享用，这些提供餐饮服务的小船就是避风塘菜系的发源地。
平时我们在外面店里吃的最多的避风塘菜系大概就是避风塘虾，避风塘炒蟹。今天囡姐分享给大家一道避风塘茄子。茄子的营养价值很高，含多种维生素、脂肪、蛋白质、糖及矿物质等，是一种物美价廉的佳蔬。特别是茄子富含维生素p，100克紫茄中的含量高达720毫克以上，不仅在蔬菜中出类拔萃，就是一般水果也望尘莫及。维生素p能增强人体细胞间的粘着力，改善微细血管脆性，防止小血管出血。 而且用这种避风塘做法做出的茄子外酥里糯，比肉还好吃呢！",沙小囡,168,20,粤菜
http://pic.ecook.cn/web/263521768.jpg!s4,广式清蒸黄鱼,"黄鱼含有丰富的蛋白质、矿物质和维生素,对人体有很好的补益作用,对体质虚弱和中老年人来说,食用黄鱼会收到很好的食疗效果",妙江南,222,14,粤菜
http://pic.ecook.cn/web/262439980.jpg!s4,酸甜?排骨,小时候最爱的一道菜，一碟排骨可以吃几大碗饭！每次吃都很怀念小时候的点滴。,厨友1542670914,77,10,粤菜
http://pic.ecook.cn/web/265597748.jpg!s4,胡萝卜筒骨汤,夏天天气热，出汗多，要多喝点汤水来补充水分哟。广东最近断断续续的下雨，天气闷热潮湿，薏米有祛湿的功效，非常适合这种天气喝,菊娜JUJU,47,12,粤菜
http://pic.ecook.cn/web/264520709.jpg!s4,清蒸鱼,生活中常用的一种做法,伍锋,14,2,粤菜
http://pic.ecook.cn/web/f56fdd0fa12cb21a3d0edbdef3e3f8b9.jpg!s4,番茄里脊,番茄里脊肉口感酸甜，外酥里嫩，开胃消食，是广大女孩子们喜欢的美食，我今天勤快一点做盘给姑娘吃！,林乡,36,13,粤菜
http://pic.ecook.cn/web/259071115.jpg!s4,干炒牛河,"干炒牛河是广东的特色传统小炒之一，不论去茶楼、酒楼，甚至是海外唐人街，粤港地区的人们总会去寻觅它的踪迹。
河粉出自沙河镇，所以又称沙河粉，炒制则分为加入茨汁的湿炒，和不加茨汁的干炒。干炒更香更有镬气，为了家里迷恋河粉的大小宝贝，学会干炒牛河就成了必须。
干炒牛河一般和豆芽搭配，我不喜豆芽，于是只下了韭黄。",澹澹,598,28,粤菜
http://pic.ecook.cn/web/35e07e2c80f8bde210aed694bbea4f93.jpg!s4,南瓜炒鸡蛋,南瓜不但可以充饥，而且还有一定的应用价值，具有促进生长发育、利尿通便、保护胃黏膜等功效。,林乡,32,17,粤菜
http://pic.ecook.cn/web/233637442.jpg!s4,清蒸鲈鱼,在广东呆久了，越来越喜欢粤菜，也喜欢研究粤菜。豉汁排骨，清蒸鱼，白切鸡，这些都是经典的广东菜式，鲜美可口，既保留了食材的原汁原味，又不会上火，有益于健康。今天我就来分享一下清蒸鱼的做饭，希望大家喜欢咯！,苏律,122,27,粤菜
http://pic.ecook.cn/web/264379593.jpg!s4,糖醋菠萝排骨,酸酸，甜甜，还有浓浓哒菠萝?香味，色香味俱全！,茗茗爱美食,77,18,粤菜
http://pic.ecook.cn/web/265267153.jpg!s4,萝卜炖鸭肉,现在还记得当初老妈第一次做这个菜的时候，上桌两下就扫光了，加了香菇和木耳一起炖，简直不要太好吃。你也来试试吧。,琳子厨记,41,13,粤菜
http://pic.ecook.cn/web/265188638.jpg!s4,黄焖冬笋鸡,浓郁酱汁连系鸡肉与冬笋的桥梁，味美又下饭,玩美煮艺,36,15,粤菜
http://pic.ecook.cn/web/264878482.jpg!s4,苦瓜炒腊肉,"苦瓜配腊肉
豆豉配蒜头
都是完美的搭配",爱吃饺子的兔兔,13,6,粤菜
http://pic.ecook.cn/web/262808730.jpg!s4,#年年有鱼#红烧红石斑,"“枭笑”给大家拜个吉祥年，捎个心意送到你身边，一年四季岁岁平安团团圆圆，万事如意又一年，挂上红吉祥，把快乐做成年夜饭，尝个饺子乐开怀，送一份祝福日子红艳艳。? ? ? ? ? ?
过年有鱼喻意年年有余，所以人们还特意不把鱼吃完，留到次日即新年，年年有余，去年的收获多，吃用不完，余到今年都还有，在物质贫乏的古代，这是人们对物质的渴望向往。成了现在的习俗，今天枭笑家的年夜饭中的鱼选用了新西兰红石斑鱼。",枭笑h,231,13,粤菜
http://pic.ecook.cn/web/265174858.jpg!s4,杏仁银耳雪梨羹,香甜糖水，止咳、润肺，杏仁银耳雪梨羹喜欢的味道。,厨友四月去看海,8,3,粤菜
http://pic.ecook.cn/web/264486912.jpg!s4,四季豆烧排骨,"四季豆是最常见的蔬菜之一，营养价值也是非常高的。它富含蛋白质和多种氨基酸，春夏季是非常适合吃点四季豆，能消暑，清口，能健脾利胃，增进食欲。
四季豆烧排骨这道家常菜有素有荤，味道也不油腻，老少皆宜。",爱吃饺子的兔兔,95,13,粤菜
http://pic.ecook.cn/web/264907418.jpg!s4,豆皮金针菇卷,怎么把蔬菜吃出肉的感觉？那就试试是豆皮卷金针菇了。金针菇是一个脂肪含量极低的食材，所以非常适合减肥的小仙女哟。,是我刘小鸭,57,9,粤菜
http://pic.ecook.cn/web/265034877.jpg!s4,香菇肉片,比较下饭的家常菜,琳子厨记,64,8,粤菜
http://pic.ecook.cn/web/265442765.jpg!s4,培根芦笋卷,春光明媚，芦笋飘香。,厨友四月去看海,6,10,粤菜
http://pic.ecook.cn/web/260548562.jpg!s4,菠萝咕噜肉,咕噜肉原名古老肉，是一道广东的特色菜。此菜是以糖醋排骨改制而成，深受中外宾客的喜爱，糖醋排骨的历史较老，现经改制后，便改称为古老肉，因外国人发音不准，常把古老肉叫做咕噜肉！久而久之大家也就习惯叫成咕噜肉了！,紫色勿忘我美食,2257,69,粤菜
http://pic.ecook.cn/web/262479378.jpg!s4,油炸糖醋版孔雀开屏鱼-年夜饭、宴请菜类,本来想做龙腾鱼跃，但还有一些细节未弄明白，于是就想做孔雀开屏鱼，之前那份食谱是蒸锅做的，也是比较普遍的做法，今天做的这道油炸糖醋版，好吃又别有风味。,Maeveyan,689,18,粤菜
http://pic.ecook.cn/web/263039469.jpg!s4,黄豆卤猪脚,潮汕地区一直是中国众多吃货心目中的朝圣之地。说起潮汕菜，很多人都能一下子说出很多——牛肉火锅、蚝仔烙……而这些美食中又以潮汕卤味最为有名。囡姐也喜欢吃卤味，可是自己在家做卤水需要买很多的调味香料，而且总是掌握不好各种香料之间是什么比例，卤出的食材经常会呈现一股不太协调的味道，香是香，可吃起来就是觉得寡淡不够浓郁，似乎香味和食材的味道是分离的。这次用了家乐潮汕卤水汁卤煮的猪蹄，使食材和香料的味道完全融为一体，让我们轻而易举的在家也能做出正宗的潮汕卤味了！我卤猪脚的终极大宝贝——家乐潮汕卤水汁。小身材，大味道。一瓶蕴含桂皮，八角，小茴香，花椒，肉桂等十余种香辛料。,沙小囡,186,25,粤菜
http://pic.ecook.cn/web/bed12d24052d95104b5d89d9b6a4f54f.jpg!s4,南瓜元宝馒头,快过年啦！今天来教大家做元宝馒头，不仅寓意好，而且做法简单易学，赶紧学会回家露一手，哈哈～,丁当老娘,30,15,粤菜
http://pic.ecook.cn/web/265068405.jpg!s4,清蒸螃蟹,太雕酒与牛油组合蒸的螃蟹很特别,梅儿美嗲嗲,23,7,粤菜
http://pic.ecook.cn/web/265097233.jpg!s4,白菜炒肉片,"大白菜是我们餐桌上常见的一种菜。它富含丰富的纤维素，可有效达到润肠通便，促进排毒的作用，同时大白菜的含水量特别高，可以达到滋阴润燥，护肤养颜的作用。
做这道菜的时候我喜欢放点醋和白糖，酸酸甜甜的，好开胃。",图图逗比小厨娘,25,11,粤菜
http://pic.ecook.cn/web/263282122.jpg!s4,鲜虾黄瓜条,鲜虾含丰富的钾、碘、及维生素A、氨茶碱等成分，含蛋白质丰富,小爱私厨,313,16,粤菜
http://pic.ecook.cn/web/264630654.jpg!s4,蒜蓉空心菜,每当空心菜的季节，自己总会买空心菜来吃，空心菜实在是太好吃了?这道蒜蓉空心菜简单又美味啊！！！,HC半糖,56,9,粤菜
http://pic.ecook.cn/web/265537356.jpg!s4,凉瓜焖排骨（经典且惊艳的味道）,凉瓜焖排骨是一道很经典的家常菜，平常多数用蒜蓉豆豉糖来煮的，这个用柱候酱煮味道更佳，不妨试试看哈！,～明※媚 Toni,16,9,粤菜
http://pic.ecook.cn/web/264690547.jpg!s4,红烧草鱼,鱼的营养价值是非常高的，除了清蒸，红烧也是真的很不错。,HC半糖,122,13,粤菜
http://pic.ecook.cn/web/264593177.jpg!s4,爆炒猪肚,爆炒猪肚，脆嫩爽口，香味十足,果冻,108,10,粤菜
http://pic.ecook.cn/web/262739312.jpg!s4,锦卤馄饨——《风味人间》复刻版,"一部《风味人间》把姐看饿了，锦卤馄饨赶紧复刻起来。要说拍美食纪录片我只认陈晓卿，其他的都是盗版！
　锦卤云吞，是一道经典广府大菜，不是小吃、点心。大家知道，粤港和海外，称馄饨为云吞。天下之大，馄饨常有，而锦卤云吞不常有，且正在逐渐消亡。如今，即便在粤港和海外，“锦卤云吞”也早已被边缘化：知者无多而售者寥寥。能够在茶楼、面馆找到的，也已沦为实质上是“酸甜油炸云吞”的茶点或面食，曷胜概叹！
　　锦卤云吞原本是广东乡土菜肴，是以前珠三角乡间举办节日婚庆筵席“上得台面”的要角：一来，这道菜用料考究，内有珍肝、鱿鱼、大虾、叉烧”四宝”，堪称什“锦”；二来，它的味道融冶甜、酸、鲜于一炉，吃口则酥脆甘香与鲜美入味和谐与共；三来，其芡点材料颜色搭配活泼热闹，卤汁红中带绿、更点缀以亮橙和金黄，一似“红男绿女”，故而又名”锦绣良缘”，有很好的“意头”。",沙小囡,149,10,粤菜
http://pic.ecook.cn/web/263530901.jpg!s4,红烧豆腐丸子,这道豆腐丸子刚一炸出来，就被家里的小朋友吃掉了大半盘儿。其实最好是加点儿青菜炒在一起，这样就不会很腻。,今天38度2,387,21,粤菜
http://pic.ecook.cn/web/264299279.jpg!s4,山楂小排骨,"口感丰富，开胃消食。
山楂的果酸跟冰糖的清甜配搭天衣无缝，给排骨注入了清新又跳跃回味，把排骨原先的肥腻都抵消了，吃多了也不担心脂肪摄入，让爱吃肉的你吃得轻松无负担！",爱吃饺子的兔兔,39,12,粤菜
